story_id,snapshot_ts,snapshot_iso,score,descendants,kids_count,is_dead,is_deleted
46891762,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891758,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891733,1770258381,2026-02-05T02:26:21+00:00,5,0,0,0,0
46891715,1770258381,2026-02-05T02:26:21+00:00,6,4,3,0,0
46891694,1770258381,2026-02-05T02:26:21+00:00,1,2,2,0,0
46891689,1770258381,2026-02-05T02:26:21+00:00,4,0,0,0,0
46891678,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891663,1770258381,2026-02-05T02:26:21+00:00,8,5,3,0,0
46891654,1770258381,2026-02-05T02:26:21+00:00,4,2,1,0,0
46891642,1770258381,2026-02-05T02:26:21+00:00,6,1,1,0,0
46891634,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46891631,1770258381,2026-02-05T02:26:21+00:00,27,5,2,0,0
46891590,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891584,1770258381,2026-02-05T02:26:21+00:00,10,11,5,0,0
46891576,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891553,1770258381,2026-02-05T02:26:21+00:00,5,0,0,0,0
46891539,1770258381,2026-02-05T02:26:21+00:00,2,1,1,0,0
46891529,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891512,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891496,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891486,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46891474,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46891425,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891400,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46891339,1770258381,2026-02-05T02:26:21+00:00,1,1,1,0,0
46891332,1770258381,2026-02-05T02:26:21+00:00,6,6,5,0,0
46891328,1770258381,2026-02-05T02:26:21+00:00,5,1,1,0,0
46891318,1770258381,2026-02-05T02:26:21+00:00,4,2,2,0,0
46891313,1770258381,2026-02-05T02:26:21+00:00,3,3,3,0,0
46891290,1770258381,2026-02-05T02:26:21+00:00,37,17,9,0,0
46891280,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46891257,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891154,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46891144,1770258381,2026-02-05T02:26:21+00:00,5,2,2,0,0
46891131,1770258381,2026-02-05T02:26:21+00:00,65,137,26,0,0
46891105,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891101,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46891100,1770258381,2026-02-05T02:26:21+00:00,9,1,1,0,0
46891091,1770258381,2026-02-05T02:26:21+00:00,3,0,0,0,0
46891079,1770258381,2026-02-05T02:26:21+00:00,1,1,1,0,0
46891068,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891064,1770258381,2026-02-05T02:26:21+00:00,1,0,1,0,0
46891061,1770258381,2026-02-05T02:26:21+00:00,2,3,3,0,0
46891054,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46891044,1770258381,2026-02-05T02:26:21+00:00,3,0,0,0,0
46891037,1770258381,2026-02-05T02:26:21+00:00,2,0,1,0,0
46891021,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890962,1770258381,2026-02-05T02:26:21+00:00,4,0,2,0,0
46890941,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46890933,1770258381,2026-02-05T02:26:21+00:00,3,0,0,0,0
46890899,1770258381,2026-02-05T02:26:21+00:00,80,47,11,0,0
46890898,1770258381,2026-02-05T02:26:21+00:00,3,1,1,0,0
46890891,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46890853,1770258381,2026-02-05T02:26:21+00:00,26,2,2,0,0
46890814,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46890812,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890809,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890798,1770258381,2026-02-05T02:26:21+00:00,4,0,0,0,0
46890796,1770258381,2026-02-05T02:26:21+00:00,4,0,0,0,0
46890776,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890774,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46890772,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890755,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890748,1770258381,2026-02-05T02:26:21+00:00,1,3,2,0,0
46890746,1770258381,2026-02-05T02:26:21+00:00,4,1,1,0,0
46890736,1770258381,2026-02-05T02:26:21+00:00,8,1,1,0,0
46890716,1770258381,2026-02-05T02:26:21+00:00,9,2,2,0,0
46890709,1770258381,2026-02-05T02:26:21+00:00,1,3,1,0,0
46890698,1770258381,2026-02-05T02:26:21+00:00,2,3,4,0,0
46890675,1770258381,2026-02-05T02:26:21+00:00,29,68,21,0,0
46890665,1770258381,2026-02-05T02:26:21+00:00,3,0,0,0,0
46890623,1770258381,2026-02-05T02:26:21+00:00,2,0,0,0,0
46890618,1770258381,2026-02-05T02:26:21+00:00,3,2,2,0,0
46890614,1770258381,2026-02-05T02:26:21+00:00,1,0,1,0,0
46890606,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890596,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890590,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890581,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890573,1770258381,2026-02-05T02:26:21+00:00,3,0,0,0,0
46890560,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890543,1770258381,2026-02-05T02:26:21+00:00,2,1,1,0,0
46890541,1770258381,2026-02-05T02:26:21+00:00,2,1,1,0,0
46890537,1770258381,2026-02-05T02:26:21+00:00,14,8,5,0,0
46890529,1770258381,2026-02-05T02:26:21+00:00,1,0,0,0,0
46890527,1770258381,2026-02-05T02:26:21+00:00,3,2,1,0,0
46894283,1770258381,2026-02-05T02:26:21+00:00,,,0,0,1
46894931,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46894924,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894902,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894890,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894884,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46894882,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894871,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894848,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894815,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894808,1770258981,2026-02-05T02:36:21+00:00,4,0,0,0,0
46894798,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894795,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46894766,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894761,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894752,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894743,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894724,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894714,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894712,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894704,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894671,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894624,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894606,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894478,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894458,1770258981,2026-02-05T02:36:21+00:00,6,1,1,0,0
46894452,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46894439,1770258981,2026-02-05T02:36:21+00:00,6,2,2,0,0
46894410,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894399,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894386,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894381,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46894356,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894353,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46894340,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894298,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894276,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46894275,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46894245,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894210,1770258981,2026-02-05T02:36:21+00:00,4,2,2,0,0
46894197,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894151,1770258981,2026-02-05T02:36:21+00:00,41,50,22,0,0
46894146,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46894145,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894107,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894084,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46894055,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894044,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46894042,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46894035,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46894031,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46894018,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894003,1770258981,2026-02-05T02:36:21+00:00,1,3,2,0,0
46893995,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893991,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893983,1770258981,2026-02-05T02:36:21+00:00,4,0,1,0,0
46893970,1770258981,2026-02-05T02:36:21+00:00,121,111,35,0,0
46893950,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893931,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46893910,1770258981,2026-02-05T02:36:21+00:00,22,6,2,0,0
46893894,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893855,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893827,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893810,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893797,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893795,1770258981,2026-02-05T02:36:21+00:00,4,2,1,0,0
46893787,1770258981,2026-02-05T02:36:21+00:00,10,0,0,0,0
46893769,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46893759,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46893752,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893748,1770258981,2026-02-05T02:36:21+00:00,20,4,4,0,0
46893734,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893722,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893713,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893708,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893695,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893673,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893671,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893643,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46893640,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893616,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893583,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46893568,1770258981,2026-02-05T02:36:21+00:00,5,4,2,0,0
46893538,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893525,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893507,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46893487,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893467,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893461,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893453,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46893436,1770258981,2026-02-05T02:36:21+00:00,11,1,1,0,0
46893430,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893423,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893416,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893411,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46893394,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46893370,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893356,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46893295,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893294,1770258981,2026-02-05T02:36:21+00:00,29,24,9,0,0
46893261,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893247,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893210,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46893183,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893179,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893171,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893167,1770258981,2026-02-05T02:36:21+00:00,24,24,8,0,0
46893152,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46893146,1770258981,2026-02-05T02:36:21+00:00,4,0,1,0,0
46893137,1770258981,2026-02-05T02:36:21+00:00,3,2,1,0,0
46893130,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46893116,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46893115,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893105,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46893097,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46893096,1770258981,2026-02-05T02:36:21+00:00,6,1,1,0,0
46893095,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893088,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893084,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893069,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893061,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46893050,1770258981,2026-02-05T02:36:21+00:00,4,0,0,0,0
46893036,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46893018,1770258981,2026-02-05T02:36:21+00:00,58,44,10,0,0
46893010,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46893003,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46893000,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892982,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46892970,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46892957,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46892954,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46892949,1770258981,2026-02-05T02:36:21+00:00,20,12,6,0,0
46892912,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46892904,1770258981,2026-02-05T02:36:21+00:00,6,7,7,0,0
46892897,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892888,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892861,1770258981,2026-02-05T02:36:21+00:00,41,2,1,0,0
46892847,1770258981,2026-02-05T02:36:21+00:00,49,4,5,0,0
46892830,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46892825,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892809,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892805,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892781,1770258981,2026-02-05T02:36:21+00:00,21,9,4,0,0
46892770,1770258981,2026-02-05T02:36:21+00:00,2,1,2,0,0
46892752,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46892740,1770258981,2026-02-05T02:36:21+00:00,15,1,1,0,0
46892723,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892712,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892704,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46892700,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892694,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892670,1770258981,2026-02-05T02:36:21+00:00,3,2,2,0,0
46892664,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892660,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892659,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892654,1770258981,2026-02-05T02:36:21+00:00,5,1,1,0,0
46892637,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892623,1770258981,2026-02-05T02:36:21+00:00,4,1,2,0,0
46892579,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46892563,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892546,1770258981,2026-02-05T02:36:21+00:00,1,2,1,0,0
46892537,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46892523,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892521,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892517,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892514,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46892509,1770258981,2026-02-05T02:36:21+00:00,5,2,2,0,0
46892503,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892460,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892458,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892452,1770258981,2026-02-05T02:36:21+00:00,38,3,3,0,0
46892340,1770258981,2026-02-05T02:36:21+00:00,13,0,0,0,0
46892326,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892318,1770258981,2026-02-05T02:36:21+00:00,10,2,2,0,0
46892317,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892290,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892264,1770258981,2026-02-05T02:36:21+00:00,7,0,0,0,0
46892234,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892217,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46892207,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892205,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46892201,1770258981,2026-02-05T02:36:21+00:00,1,3,2,0,0
46892197,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46892178,1770258981,2026-02-05T02:36:21+00:00,3,0,1,0,0
46892176,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892146,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892139,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892129,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892105,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46892100,1770258981,2026-02-05T02:36:21+00:00,7,5,4,0,0
46892097,1770258981,2026-02-05T02:36:21+00:00,24,3,4,0,0
46892093,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892085,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892075,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892058,1770258981,2026-02-05T02:36:21+00:00,1,2,2,0,0
46892055,1770258981,2026-02-05T02:36:21+00:00,4,1,1,0,0
46892040,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892032,1770258981,2026-02-05T02:36:21+00:00,5,2,2,0,0
46892029,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892028,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46892005,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46891998,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891990,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46891988,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46891982,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891929,1770258981,2026-02-05T02:36:21+00:00,2,2,2,0,0
46891922,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46891893,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46891888,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46891865,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46891860,1770258981,2026-02-05T02:36:21+00:00,38,16,11,0,0
46891850,1770258981,2026-02-05T02:36:21+00:00,15,1,1,0,0
46891848,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891827,1770258981,2026-02-05T02:36:21+00:00,21,10,6,0,0
46891812,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46891810,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46891804,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891800,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891795,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46891794,1770258981,2026-02-05T02:36:21+00:00,91,81,19,0,0
46891790,1770258981,2026-02-05T02:36:21+00:00,4,0,0,0,0
46891773,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891768,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891762,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891758,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891733,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46891715,1770258981,2026-02-05T02:36:21+00:00,6,4,3,0,0
46891694,1770258981,2026-02-05T02:36:21+00:00,1,2,2,0,0
46891689,1770258981,2026-02-05T02:36:21+00:00,4,0,0,0,0
46891678,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891663,1770258981,2026-02-05T02:36:21+00:00,8,5,3,0,0
46891654,1770258981,2026-02-05T02:36:21+00:00,4,2,1,0,0
46891642,1770258981,2026-02-05T02:36:21+00:00,6,1,1,0,0
46891634,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891631,1770258981,2026-02-05T02:36:21+00:00,27,5,2,0,0
46891590,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891584,1770258981,2026-02-05T02:36:21+00:00,10,11,5,0,0
46891576,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891553,1770258981,2026-02-05T02:36:21+00:00,5,0,0,0,0
46891539,1770258981,2026-02-05T02:36:21+00:00,2,1,1,0,0
46891529,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891512,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891496,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891486,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891474,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891425,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891400,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891339,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46891332,1770258981,2026-02-05T02:36:21+00:00,6,6,5,0,0
46891328,1770258981,2026-02-05T02:36:21+00:00,5,1,1,0,0
46891318,1770258981,2026-02-05T02:36:21+00:00,4,2,2,0,0
46891313,1770258981,2026-02-05T02:36:21+00:00,3,3,3,0,0
46891290,1770258981,2026-02-05T02:36:21+00:00,37,17,9,0,0
46891280,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891257,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891154,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891144,1770258981,2026-02-05T02:36:21+00:00,5,2,2,0,0
46891131,1770258981,2026-02-05T02:36:21+00:00,66,139,27,0,0
46891105,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891101,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46891100,1770258981,2026-02-05T02:36:21+00:00,9,1,1,0,0
46891091,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46891079,1770258981,2026-02-05T02:36:21+00:00,1,1,1,0,0
46891068,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891064,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46891061,1770258981,2026-02-05T02:36:21+00:00,2,3,3,0,0
46891054,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46891044,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46891037,1770258981,2026-02-05T02:36:21+00:00,2,0,1,0,0
46891021,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890962,1770258981,2026-02-05T02:36:21+00:00,4,0,2,0,0
46890941,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46890933,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46890899,1770258981,2026-02-05T02:36:21+00:00,82,47,11,0,0
46890898,1770258981,2026-02-05T02:36:21+00:00,3,1,1,0,0
46890891,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46890853,1770258981,2026-02-05T02:36:21+00:00,26,2,2,0,0
46890814,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46890812,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890809,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890798,1770258981,2026-02-05T02:36:21+00:00,4,0,0,0,0
46890796,1770258981,2026-02-05T02:36:21+00:00,4,0,0,0,0
46890776,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890774,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46890772,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890755,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890748,1770258981,2026-02-05T02:36:21+00:00,1,3,2,0,0
46890746,1770258981,2026-02-05T02:36:21+00:00,4,1,1,0,0
46890736,1770258981,2026-02-05T02:36:21+00:00,8,1,1,0,0
46890716,1770258981,2026-02-05T02:36:21+00:00,9,2,2,0,0
46890709,1770258981,2026-02-05T02:36:21+00:00,1,3,1,0,0
46890698,1770258981,2026-02-05T02:36:21+00:00,2,3,4,0,0
46890675,1770258981,2026-02-05T02:36:21+00:00,29,68,21,0,0
46890665,1770258981,2026-02-05T02:36:21+00:00,3,0,0,0,0
46890623,1770258981,2026-02-05T02:36:21+00:00,2,0,0,0,0
46890618,1770258981,2026-02-05T02:36:21+00:00,3,2,2,0,0
46890614,1770258981,2026-02-05T02:36:21+00:00,1,0,1,0,0
46890606,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890596,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890590,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46890581,1770258981,2026-02-05T02:36:21+00:00,1,0,0,0,0
46894283,1770258981,2026-02-05T02:36:21+00:00,,,0,0,1
